When,Date,Hour,Weekday,Campus,Category,Mode,Count,Recorded by,Source,Tap id
,2026-02-05,,Thursday,Smyrna,Tech Support,In person,6,,LimeSurvey 111,
,2026-02-06,,Friday,Smyrna,Directional,In person,2,,LimeSurvey 111,
,2026-02-06,,Friday,Smyrna,General Ref,In person,3,,LimeSurvey 111,
,2026-02-06,,Friday,Smyrna,General Ref,Remote,3,,LimeSurvey 111,
,2026-02-06,,Friday,Smyrna,Tech Support,In person,5,,LimeSurvey 111,
,2026-02-09,,Monday,Smyrna,D2L,In person,1,,LimeSurvey 114,
,2026-02-09,,Monday,Smyrna,Directional,In person,4,,LimeSurvey 114,
,2026-02-09,,Monday,Smyrna,General Ref,In person,3,,LimeSurvey 114,
,2026-02-09,,Monday,Smyrna,Tech Support,In person,1,,LimeSurvey 114,
,2026-02-10,,Tuesday,Smyrna,Directional,In person,3,,LimeSurvey 114,
,2026-02-10,,Tuesday,Smyrna,General Ref,In person,4,,LimeSurvey 114,
,2026-02-10,,Tuesday,Smyrna,Library Search,In person,2,,LimeSurvey 114,
,2026-02-10,,Tuesday,Smyrna,Tech Support,In person,3,,LimeSurvey 114,
,2026-02-11,,Wednesday,Smyrna,Directional,In person,6,,LimeSurvey 114,
,2026-02-11,,Wednesday,Smyrna,General Ref,In person,6,,LimeSurvey 114,
,2026-02-11,,Wednesday,Smyrna,General Ref,Remote,1,,LimeSurvey 114,
,2026-02-11,,Wednesday,Smyrna,Tech Support,In person,4,,LimeSurvey 114,
,2026-02-11,,Wednesday,Smyrna,Tech Support,Remote,1,,LimeSurvey 114,
,2026-02-12,,Thursday,Smyrna,Directional,In person,1,,LimeSurvey 114,
,2026-02-12,,Thursday,Smyrna,General Ref,In person,5,,LimeSurvey 114,
,2026-02-12,,Thursday,Smyrna,General Ref,Remote,1,,LimeSurvey 114,
,2026-02-12,,Thursday,Smyrna,Tech Support,In person,6,,LimeSurvey 114,
,2026-02-13,,Friday,Smyrna,Directional,In person,2,,LimeSurvey 114,
,2026-02-13,,Friday,Smyrna,General Ref,In person,3,,LimeSurvey 114,
,2026-02-14,,Saturday,Smyrna,Directional,In person,2,,LimeSurvey 114,
,2026-02-14,,Saturday,Smyrna,General Ref,In person,1,,LimeSurvey 114,
,2026-02-14,,Saturday,Smyrna,Tech Support,Remote,4,,LimeSurvey 114,
,2026-02-16,,Monday,Smyrna,Directional,In person,5,,LimeSurvey 125,
,2026-02-16,,Monday,Smyrna,General Ref,In person,4,,LimeSurvey 125,
,2026-02-16,,Monday,Smyrna,General Ref,Remote,2,,LimeSurvey 125,
,2026-02-16,,Monday,Smyrna,Library Search,In person,2,,LimeSurvey 125,
,2026-02-16,,Monday,Smyrna,Tech Support,In person,2,,LimeSurvey 125,
,2026-02-17,,Tuesday,Smyrna,Directional,In person,2,,LimeSurvey 125,
,2026-02-17,,Tuesday,Smyrna,General Ref,In person,2,,LimeSurvey 125,
,2026-02-17,,Tuesday,Smyrna,Library Search,In person,3,,LimeSurvey 125,
,2026-02-17,,Tuesday,Smyrna,Tech Support,In person,4,,LimeSurvey 125,
,2026-02-18,,Wednesday,Smyrna,Directional,In person,2,,LimeSurvey 125,
,2026-02-18,,Wednesday,Smyrna,General Ref,In person,2,,LimeSurvey 125,
,2026-02-18,,Wednesday,Smyrna,General Ref,Remote,1,,LimeSurvey 125,
,2026-02-18,,Wednesday,Smyrna,Library Search,In person,2,,LimeSurvey 125,
,2026-02-18,,Wednesday,Smyrna,Tech Support,In person,1,,LimeSurvey 125,
,2026-02-19,,Thursday,Smyrna,Directional,In person,3,,LimeSurvey 125,
,2026-02-19,,Thursday,Smyrna,General Ref,In person,9,,LimeSurvey 125,
,2026-02-19,,Thursday,Smyrna,General Ref,Remote,1,,LimeSurvey 125,
,2026-02-19,,Thursday,Smyrna,Library Search,In person,1,,LimeSurvey 125,
,2026-02-19,,Thursday,Smyrna,Tech Support,In person,2,,LimeSurvey 125,
,2026-02-20,,Friday,Smyrna,Directional,In person,2,,LimeSurvey 125,
,2026-02-20,,Friday,Smyrna,General Ref,In person,3,,LimeSurvey 125,
,2026-02-21,,Saturday,Smyrna,Directional,In person,15,,LimeSurvey 125,
,2026-02-21,,Saturday,Smyrna,General Ref,In person,1,,LimeSurvey 125,
,2026-02-21,,Saturday,Smyrna,Tech Support,In person,1,,LimeSurvey 125,
,2026-02-23,,Monday,Smyrna,Directional,In person,3,,LimeSurvey 124,
,2026-02-23,,Monday,Smyrna,General Ref,In person,5,,LimeSurvey 124,
,2026-02-23,,Monday,Smyrna,Library Search,In person,3,,LimeSurvey 124,
,2026-02-23,,Monday,Smyrna,Tech Support,In person,2,,LimeSurvey 124,
,2026-02-24,,Tuesday,Smyrna,Directional,In person,3,,LimeSurvey 124,
,2026-02-24,,Tuesday,Smyrna,General Ref,In person,1,,LimeSurvey 124,
,2026-02-24,,Tuesday,Smyrna,General Ref,Remote,1,,LimeSurvey 124,
,2026-02-24,,Tuesday,Smyrna,Library Search,In person,1,,LimeSurvey 124,
,2026-02-24,,Tuesday,Smyrna,Tech Support,In person,1,,LimeSurvey 124,
,2026-02-25,,Wednesday,Smyrna,Directional,In person,3,,LimeSurvey 124,
,2026-02-25,,Wednesday,Smyrna,General Ref,In person,2,,LimeSurvey 124,
,2026-02-25,,Wednesday,Smyrna,General Ref,Remote,2,,LimeSurvey 124,
,2026-02-25,,Wednesday,Smyrna,Library Search,In person,1,,LimeSurvey 124,
,2026-02-25,,Wednesday,Smyrna,Tech Support,In person,7,,LimeSurvey 124,
,2026-02-26,,Thursday,Smyrna,Directional,In person,2,,LimeSurvey 124,
,2026-02-26,,Thursday,Smyrna,General Ref,In person,3,,LimeSurvey 124,
,2026-02-26,,Thursday,Smyrna,Tech Support,In person,3,,LimeSurvey 124,
,2026-02-27,,Friday,Smyrna,Directional,In person,2,,LimeSurvey 124,
,2026-02-27,,Friday,Smyrna,Directional,Remote,1,,LimeSurvey 124,
,2026-02-27,,Friday,Smyrna,General Ref,Remote,3,,LimeSurvey 124,
,2026-02-27,,Friday,Smyrna,Tech Support,In person,2,,LimeSurvey 124,
,2026-02-28,,Saturday,Smyrna,Directional,In person,1,,LimeSurvey 124,
,2026-02-28,,Saturday,Smyrna,Tech Support,In person,2,,LimeSurvey 124,
,2026-03-02,,Monday,Smyrna,D2L,In person,1,,LimeSurvey 127,
,2026-03-02,,Monday,Smyrna,Directional,In person,5,,LimeSurvey 127,
,2026-03-02,,Monday,Smyrna,General Ref,In person,5,,LimeSurvey 127,
,2026-03-02,,Monday,Smyrna,General Ref,Remote,1,,LimeSurvey 127,
,2026-03-02,,Monday,Smyrna,Library Search,In person,1,,LimeSurvey 127,
,2026-03-02,,Monday,Smyrna,Tech Support,In person,8,,LimeSurvey 127,
,2026-03-03,,Tuesday,Smyrna,Directional,In person,3,,LimeSurvey 127,
,2026-03-03,,Tuesday,Smyrna,General Ref,In person,8,,LimeSurvey 127,
,2026-03-03,,Tuesday,Smyrna,Tech Support,Remote,2,,LimeSurvey 127,
,2026-03-04,,Wednesday,Smyrna,Directional,In person,4,,LimeSurvey 127,
,2026-03-04,,Wednesday,Smyrna,General Ref,In person,2,,LimeSurvey 127,
,2026-03-04,,Wednesday,Smyrna,General Ref,Remote,3,,LimeSurvey 127,
,2026-03-04,,Wednesday,Smyrna,Library Search,In person,1,,LimeSurvey 127,
,2026-03-04,,Wednesday,Smyrna,Tech Support,In person,6,,LimeSurvey 127,
,2026-03-05,,Thursday,Smyrna,Directional,In person,2,,LimeSurvey 127,
,2026-03-05,,Thursday,Smyrna,General Ref,In person,2,,LimeSurvey 127,
,2026-03-05,,Thursday,Smyrna,General Ref,Remote,1,,LimeSurvey 127,
,2026-03-05,,Thursday,Smyrna,Reference & Instruction,In person,1,,LimeSurvey 127,
,2026-03-05,,Thursday,Smyrna,Tech Support,In person,2,,LimeSurvey 127,
,2026-03-06,,Friday,Smyrna,Directional,In person,4,,LimeSurvey 127,
,2026-03-06,,Friday,Smyrna,General Ref,In person,5,,LimeSurvey 127,
,2026-03-06,,Friday,Smyrna,Tech Support,In person,2,,LimeSurvey 127,
,2026-03-09,,Monday,Smyrna,Directional,In person,1,,LimeSurvey 129,
,2026-03-09,,Monday,Smyrna,General Ref,In person,1,,LimeSurvey 129,
,2026-03-09,,Monday,Smyrna,General Ref,Remote,1,,LimeSurvey 129,
,2026-03-09,,Monday,Smyrna,Library Search,In person,1,,LimeSurvey 129,
,2026-03-10,,Tuesday,Smyrna,General Ref,Remote,1,,LimeSurvey 129,
,2026-03-11,,Wednesday,Smyrna,General Ref,In person,1,,LimeSurvey 129,
,2026-03-11,,Wednesday,Smyrna,General Ref,Remote,2,,LimeSurvey 129,
,2026-03-11,,Wednesday,Smyrna,Library Search,Remote,1,,LimeSurvey 129,
,2026-03-12,,Thursday,Smyrna,Directional,In person,1,,LimeSurvey 129,
,2026-03-12,,Thursday,Smyrna,Directional,Remote,1,,LimeSurvey 129,
,2026-03-12,,Thursday,Smyrna,General Ref,In person,2,,LimeSurvey 129,
,2026-03-13,,Friday,Smyrna,Directional,In person,3,,LimeSurvey 129,
,2026-03-13,,Friday,Smyrna,Tech Support,In person,10,,LimeSurvey 129,
,2026-03-16,,Monday,Smyrna,General Ref,Remote,1,,LimeSurvey 134,
,2026-03-17,,Tuesday,Smyrna,General Ref,In person,1,,LimeSurvey 134,
,2026-03-17,,Tuesday,Smyrna,General Ref,Remote,1,,LimeSurvey 134,
,2026-03-18,,Wednesday,Smyrna,Directional,In person,3,,LimeSurvey 134,
,2026-03-18,,Wednesday,Smyrna,General Ref,In person,3,,LimeSurvey 134,
,2026-03-18,,Wednesday,Smyrna,General Ref,Remote,1,,LimeSurvey 134,
,2026-03-18,,Wednesday,Smyrna,Library Search,Remote,1,,LimeSurvey 134,
,2026-03-18,,Wednesday,Smyrna,Tech Support,In person,2,,LimeSurvey 134,
,2026-03-18,,Wednesday,Smyrna,Tech Support,Remote,1,,LimeSurvey 134,
,2026-03-19,,Thursday,Smyrna,Directional,In person,4,,LimeSurvey 134,
,2026-03-19,,Thursday,Smyrna,General Ref,In person,4,,LimeSurvey 134,
,2026-03-19,,Thursday,Smyrna,Library Search,In person,1,,LimeSurvey 134,
,2026-03-19,,Thursday,Smyrna,Tech Support,In person,2,,LimeSurvey 134,
,2026-03-19,,Thursday,Smyrna,Tech Support,Remote,1,,LimeSurvey 134,
,2026-03-21,,Saturday,Smyrna,Directional,In person,1,,LimeSurvey 134,
,2026-03-21,,Saturday,Smyrna,General Ref,In person,1,,LimeSurvey 134,
,2026-03-21,,Saturday,Smyrna,Tech Support,In person,2,,LimeSurvey 134,
,2026-03-23,,Monday,Smyrna,Directional,In person,1,,LimeSurvey 137,
,2026-03-23,,Monday,Smyrna,General Ref,In person,2,,LimeSurvey 137,
,2026-03-23,,Monday,Smyrna,Library Search,In person,2,,LimeSurvey 137,
,2026-03-23,,Monday,Smyrna,Tech Support,In person,2,,LimeSurvey 137,
,2026-03-24,,Tuesday,Smyrna,Directional,In person,2,,LimeSurvey 137,
,2026-03-24,,Tuesday,Smyrna,General Ref,In person,4,,LimeSurvey 137,
,2026-03-24,,Tuesday,Smyrna,Library Search,In person,1,,LimeSurvey 137,
,2026-03-24,,Tuesday,Smyrna,Tech Support,In person,3,,LimeSurvey 137,
,2026-03-25,,Wednesday,Smyrna,Directional,In person,1,,LimeSurvey 137,
,2026-03-25,,Wednesday,Smyrna,General Ref,In person,1,,LimeSurvey 137,
,2026-03-25,,Wednesday,Smyrna,Library Search,In person,1,,LimeSurvey 137,
,2026-03-25,,Wednesday,Smyrna,Tech Support,In person,3,,LimeSurvey 137,
,2026-03-26,,Thursday,Smyrna,Directional,In person,6,,LimeSurvey 137,
,2026-03-26,,Thursday,Smyrna,General Ref,In person,3,,LimeSurvey 137,
,2026-03-26,,Thursday,Smyrna,Tech Support,In person,1,,LimeSurvey 137,
,2026-03-27,,Friday,Smyrna,General Ref,Remote,1,,LimeSurvey 137,
,2026-03-28,,Saturday,Smyrna,General Ref,In person,1,,LimeSurvey 137,
,2026-03-30,,Monday,Smyrna,Directional,In person,1,,LimeSurvey 168,
,2026-03-30,,Monday,Smyrna,General Ref,In person,2,,LimeSurvey 168,
,2026-03-30,,Monday,Smyrna,General Ref,Remote,1,,LimeSurvey 168,
,2026-03-30,,Monday,Smyrna,Tech Support,In person,1,,LimeSurvey 168,
,2026-03-31,,Tuesday,Smyrna,Directional,In person,3,,LimeSurvey 168,
,2026-03-31,,Tuesday,Smyrna,General Ref,In person,4,,LimeSurvey 168,
,2026-03-31,,Tuesday,Smyrna,Library Search,In person,1,,LimeSurvey 168,
,2026-03-31,,Tuesday,Smyrna,Tech Support,In person,1,,LimeSurvey 168,
,2026-04-01,,Wednesday,Smyrna,Directional,In person,1,,LimeSurvey 168,
,2026-04-01,,Wednesday,Smyrna,Tech Support,In person,1,,LimeSurvey 168,
,2026-04-02,,Thursday,Smyrna,General Ref,In person,1,,LimeSurvey 168,
,2026-04-02,,Thursday,Smyrna,Tech Support,In person,2,,LimeSurvey 168,
,2026-04-03,,Friday,Smyrna,Directional,In person,1,,LimeSurvey 168,
,2026-04-06,,Monday,Smyrna,Directional,In person,2,,LimeSurvey 147,
,2026-04-06,,Monday,Smyrna,General Ref,In person,1,,LimeSurvey 147,
,2026-04-07,,Tuesday,Smyrna,Directional,In person,7,,LimeSurvey 147,
,2026-04-07,,Tuesday,Smyrna,General Ref,In person,1,,LimeSurvey 147,
,2026-04-07,,Tuesday,Smyrna,Tech Support,In person,2,,LimeSurvey 147,
,2026-04-08,,Wednesday,Smyrna,Directional,In person,1,,LimeSurvey 147,
,2026-04-08,,Wednesday,Smyrna,Directional,Remote,1,,LimeSurvey 147,
,2026-04-08,,Wednesday,Smyrna,General Ref,In person,4,,LimeSurvey 147,
,2026-04-08,,Wednesday,Smyrna,Tech Support,In person,1,,LimeSurvey 147,
,2026-04-09,,Thursday,Smyrna,Directional,In person,3,,LimeSurvey 147,
,2026-04-09,,Thursday,Smyrna,General Ref,In person,2,,LimeSurvey 147,
,2026-04-09,,Thursday,Smyrna,Tech Support,In person,1,,LimeSurvey 147,
,2026-04-10,,Friday,Smyrna,Directional,In person,3,,LimeSurvey 147,
,2026-04-10,,Friday,Smyrna,General Ref,In person,1,,LimeSurvey 147,
,2026-04-10,,Friday,Smyrna,Tech Support,In person,2,,LimeSurvey 147,
,2026-04-11,,Saturday,Smyrna,Library Search,In person,1,,LimeSurvey 147,
,2026-04-12,,Sunday,Smyrna,D2L,In person,0,,LimeSurvey 150,
,2026-04-12,,Sunday,Smyrna,D2L,Remote,0,,LimeSurvey 150,
,2026-04-12,,Sunday,Smyrna,Directional,In person,0,,LimeSurvey 150,
,2026-04-12,,Sunday,Smyrna,Directional,Remote,0,,LimeSurvey 150,
,2026-04-12,,Sunday,Smyrna,General Ref,In person,0,,LimeSurvey 150,
,2026-04-12,,Sunday,Smyrna,General Ref,Remote,0,,LimeSurvey 150,
,2026-04-12,,Sunday,Smyrna,Library Search,In person,0,,LimeSurvey 150,
,2026-04-12,,Sunday,Smyrna,Library Search,Remote,0,,LimeSurvey 150,
,2026-04-12,,Sunday,Smyrna,Reference & Instruction,In person,0,,LimeSurvey 150,
,2026-04-12,,Sunday,Smyrna,Reference & Instruction,Remote,0,,LimeSurvey 150,
,2026-04-12,,Sunday,Smyrna,Tech Support,In person,0,,LimeSurvey 150,
,2026-04-12,,Sunday,Smyrna,Tech Support,Remote,0,,LimeSurvey 150,
,2026-04-13,,Monday,Smyrna,D2L,In person,0,,LimeSurvey 150,
,2026-04-13,,Monday,Smyrna,D2L,Remote,0,,LimeSurvey 150,
,2026-04-13,,Monday,Smyrna,Directional,In person,5,,LimeSurvey 150,
,2026-04-13,,Monday,Smyrna,Directional,Remote,0,,LimeSurvey 150,
,2026-04-13,,Monday,Smyrna,General Ref,In person,3,,LimeSurvey 150,
,2026-04-13,,Monday,Smyrna,General Ref,Remote,0,,LimeSurvey 150,
,2026-04-13,,Monday,Smyrna,Library Search,In person,1,,LimeSurvey 150,
,2026-04-13,,Monday,Smyrna,Library Search,Remote,0,,LimeSurvey 150,
,2026-04-13,,Monday,Smyrna,Reference & Instruction,In person,0,,LimeSurvey 150,
,2026-04-13,,Monday,Smyrna,Reference & Instruction,Remote,0,,LimeSurvey 150,
,2026-04-13,,Monday,Smyrna,Tech Support,In person,3,,LimeSurvey 150,
,2026-04-13,,Monday,Smyrna,Tech Support,Remote,0,,LimeSurvey 150,
,2026-04-14,,Tuesday,Smyrna,D2L,In person,0,,LimeSurvey 150,
,2026-04-14,,Tuesday,Smyrna,D2L,Remote,0,,LimeSurvey 150,
,2026-04-14,,Tuesday,Smyrna,Directional,In person,3,,LimeSurvey 150,
,2026-04-14,,Tuesday,Smyrna,Directional,Remote,0,,LimeSurvey 150,
,2026-04-14,,Tuesday,Smyrna,General Ref,In person,6,,LimeSurvey 150,
,2026-04-14,,Tuesday,Smyrna,General Ref,Remote,0,,LimeSurvey 150,
,2026-04-14,,Tuesday,Smyrna,Library Search,In person,1,,LimeSurvey 150,
,2026-04-14,,Tuesday,Smyrna,Library Search,Remote,0,,LimeSurvey 150,
,2026-04-14,,Tuesday,Smyrna,Reference & Instruction,In person,0,,LimeSurvey 150,
,2026-04-14,,Tuesday,Smyrna,Reference & Instruction,Remote,0,,LimeSurvey 150,
,2026-04-14,,Tuesday,Smyrna,Tech Support,In person,1,,LimeSurvey 150,
,2026-04-14,,Tuesday,Smyrna,Tech Support,Remote,0,,LimeSurvey 150,
,2026-04-15,,Wednesday,Smyrna,D2L,In person,0,,LimeSurvey 150,
,2026-04-15,,Wednesday,Smyrna,D2L,Remote,0,,LimeSurvey 150,
,2026-04-15,,Wednesday,Smyrna,Directional,In person,2,,LimeSurvey 150,
,2026-04-15,,Wednesday,Smyrna,Directional,Remote,0,,LimeSurvey 150,
,2026-04-15,,Wednesday,Smyrna,General Ref,In person,2,,LimeSurvey 150,
,2026-04-15,,Wednesday,Smyrna,General Ref,Remote,1,,LimeSurvey 150,
,2026-04-15,,Wednesday,Smyrna,Library Search,In person,0,,LimeSurvey 150,
,2026-04-15,,Wednesday,Smyrna,Library Search,Remote,0,,LimeSurvey 150,
,2026-04-15,,Wednesday,Smyrna,Reference & Instruction,In person,0,,LimeSurvey 150,
,2026-04-15,,Wednesday,Smyrna,Reference & Instruction,Remote,0,,LimeSurvey 150,
,2026-04-15,,Wednesday,Smyrna,Tech Support,In person,0,,LimeSurvey 150,
,2026-04-15,,Wednesday,Smyrna,Tech Support,Remote,0,,LimeSurvey 150,
,2026-04-16,,Thursday,Smyrna,D2L,In person,0,,LimeSurvey 150,
,2026-04-16,,Thursday,Smyrna,D2L,Remote,0,,LimeSurvey 150,
,2026-04-16,,Thursday,Smyrna,Directional,In person,1,,LimeSurvey 150,
,2026-04-16,,Thursday,Smyrna,Directional,Remote,0,,LimeSurvey 150,
,2026-04-16,,Thursday,Smyrna,General Ref,In person,3,,LimeSurvey 150,
,2026-04-16,,Thursday,Smyrna,General Ref,Remote,0,,LimeSurvey 150,
,2026-04-16,,Thursday,Smyrna,Library Search,In person,1,,LimeSurvey 150,
,2026-04-16,,Thursday,Smyrna,Library Search,Remote,0,,LimeSurvey 150,
,2026-04-16,,Thursday,Smyrna,Reference & Instruction,In person,0,,LimeSurvey 150,
,2026-04-16,,Thursday,Smyrna,Reference & Instruction,Remote,0,,LimeSurvey 150,
,2026-04-16,,Thursday,Smyrna,Tech Support,In person,0,,LimeSurvey 150,
,2026-04-16,,Thursday,Smyrna,Tech Support,Remote,0,,LimeSurvey 150,
,2026-04-17,,Friday,Smyrna,D2L,In person,0,,LimeSurvey 150,
,2026-04-17,,Friday,Smyrna,D2L,Remote,0,,LimeSurvey 150,
,2026-04-17,,Friday,Smyrna,Directional,In person,2,,LimeSurvey 150,
,2026-04-17,,Friday,Smyrna,Directional,Remote,0,,LimeSurvey 150,
,2026-04-17,,Friday,Smyrna,General Ref,In person,1,,LimeSurvey 150,
,2026-04-17,,Friday,Smyrna,General Ref,Remote,2,,LimeSurvey 150,
,2026-04-17,,Friday,Smyrna,Library Search,In person,0,,LimeSurvey 150,
,2026-04-17,,Friday,Smyrna,Library Search,Remote,0,,LimeSurvey 150,
,2026-04-17,,Friday,Smyrna,Reference & Instruction,In person,0,,LimeSurvey 150,
,2026-04-17,,Friday,Smyrna,Reference & Instruction,Remote,0,,LimeSurvey 150,
,2026-04-17,,Friday,Smyrna,Tech Support,In person,0,,LimeSurvey 150,
,2026-04-17,,Friday,Smyrna,Tech Support,Remote,0,,LimeSurvey 150,
,2026-04-18,,Saturday,Smyrna,D2L,In person,0,,LimeSurvey 150,
,2026-04-18,,Saturday,Smyrna,D2L,Remote,0,,LimeSurvey 150,
,2026-04-18,,Saturday,Smyrna,Directional,In person,0,,LimeSurvey 150,
,2026-04-18,,Saturday,Smyrna,Directional,Remote,0,,LimeSurvey 150,
,2026-04-18,,Saturday,Smyrna,General Ref,In person,0,,LimeSurvey 150,
,2026-04-18,,Saturday,Smyrna,General Ref,Remote,0,,LimeSurvey 150,
,2026-04-18,,Saturday,Smyrna,Library Search,In person,0,,LimeSurvey 150,
,2026-04-18,,Saturday,Smyrna,Library Search,Remote,0,,LimeSurvey 150,
,2026-04-18,,Saturday,Smyrna,Reference & Instruction,In person,0,,LimeSurvey 150,
,2026-04-18,,Saturday,Smyrna,Reference & Instruction,Remote,0,,LimeSurvey 150,
,2026-04-18,,Saturday,Smyrna,Tech Support,In person,0,,LimeSurvey 150,
,2026-04-18,,Saturday,Smyrna,Tech Support,Remote,0,,LimeSurvey 150,
,2026-04-20,,Monday,Smyrna,Directional,In person,4,,LimeSurvey 153,
,2026-04-20,,Monday,Smyrna,General Ref,In person,3,,LimeSurvey 153,
,2026-04-20,,Monday,Smyrna,General Ref,Remote,1,,LimeSurvey 153,
,2026-04-20,,Monday,Smyrna,Tech Support,In person,1,,LimeSurvey 153,
,2026-04-21,,Tuesday,Smyrna,Directional,In person,4,,LimeSurvey 153,
,2026-04-21,,Tuesday,Smyrna,General Ref,In person,3,,LimeSurvey 153,
,2026-04-21,,Tuesday,Smyrna,Tech Support,In person,2,,LimeSurvey 153,
,2026-04-22,,Wednesday,Smyrna,Directional,In person,4,,LimeSurvey 153,
,2026-04-22,,Wednesday,Smyrna,General Ref,In person,4,,LimeSurvey 153,
,2026-04-22,,Wednesday,Smyrna,General Ref,Remote,1,,LimeSurvey 153,
,2026-04-22,,Wednesday,Smyrna,Tech Support,In person,2,,LimeSurvey 153,
,2026-04-23,,Thursday,Smyrna,Directional,In person,4,,LimeSurvey 153,
,2026-04-23,,Thursday,Smyrna,General Ref,In person,1,,LimeSurvey 153,
,2026-04-24,,Friday,Smyrna,Directional,In person,2,,LimeSurvey 153,
,2026-04-24,,Friday,Smyrna,General Ref,Remote,3,,LimeSurvey 153,
,2026-04-24,,Friday,Smyrna,Tech Support,In person,1,,LimeSurvey 153,
,2026-04-25,,Saturday,Smyrna,Directional,In person,2,,LimeSurvey 153,
,2026-04-25,,Saturday,Smyrna,General Ref,In person,1,,LimeSurvey 153,
,2026-04-25,,Saturday,Smyrna,Tech Support,In person,1,,LimeSurvey 153,
,2026-04-26,,Sunday,Smyrna,Directional,In person,0,,LimeSurvey 156,
,2026-04-26,,Sunday,Smyrna,Directional,Remote,0,,LimeSurvey 156,
,2026-04-26,,Sunday,Smyrna,General Ref,In person,0,,LimeSurvey 156,
,2026-04-26,,Sunday,Smyrna,General Ref,Remote,0,,LimeSurvey 156,
,2026-04-26,,Sunday,Smyrna,Library Search,In person,0,,LimeSurvey 156,
,2026-04-26,,Sunday,Smyrna,Library Search,Remote,0,,LimeSurvey 156,
,2026-04-26,,Sunday,Smyrna,Reference & Instruction,In person,0,,LimeSurvey 156,
,2026-04-26,,Sunday,Smyrna,Reference & Instruction,Remote,0,,LimeSurvey 156,
,2026-04-26,,Sunday,Smyrna,Tech Support,In person,0,,LimeSurvey 156,
,2026-04-26,,Sunday,Smyrna,Tech Support,Remote,0,,LimeSurvey 156,
,2026-04-27,,Monday,Smyrna,D2L,In person,0,,LimeSurvey 156,
,2026-04-27,,Monday,Smyrna,D2L,Remote,0,,LimeSurvey 156,
,2026-04-27,,Monday,Smyrna,Directional,In person,11,,LimeSurvey 156,
,2026-04-27,,Monday,Smyrna,Directional,Remote,0,,LimeSurvey 156,
,2026-04-27,,Monday,Smyrna,General Ref,In person,2,,LimeSurvey 156,
,2026-04-27,,Monday,Smyrna,General Ref,Remote,0,,LimeSurvey 156,
,2026-04-27,,Monday,Smyrna,Library Search,In person,0,,LimeSurvey 156,
,2026-04-27,,Monday,Smyrna,Library Search,Remote,0,,LimeSurvey 156,
,2026-04-27,,Monday,Smyrna,Reference & Instruction,In person,0,,LimeSurvey 156,
,2026-04-27,,Monday,Smyrna,Reference & Instruction,Remote,0,,LimeSurvey 156,
,2026-04-27,,Monday,Smyrna,Tech Support,In person,1,,LimeSurvey 156,
,2026-04-27,,Monday,Smyrna,Tech Support,Remote,0,,LimeSurvey 156,
,2026-04-28,,Tuesday,Smyrna,D2L,In person,0,,LimeSurvey 156,
,2026-04-28,,Tuesday,Smyrna,D2L,Remote,0,,LimeSurvey 156,
,2026-04-28,,Tuesday,Smyrna,Directional,In person,5,,LimeSurvey 156,
,2026-04-28,,Tuesday,Smyrna,Directional,Remote,0,,LimeSurvey 156,
,2026-04-28,,Tuesday,Smyrna,General Ref,In person,1,,LimeSurvey 156,
,2026-04-28,,Tuesday,Smyrna,General Ref,Remote,0,,LimeSurvey 156,
,2026-04-28,,Tuesday,Smyrna,Library Search,In person,0,,LimeSurvey 156,
,2026-04-28,,Tuesday,Smyrna,Library Search,Remote,0,,LimeSurvey 156,
,2026-04-28,,Tuesday,Smyrna,Reference & Instruction,In person,0,,LimeSurvey 156,
,2026-04-28,,Tuesday,Smyrna,Reference & Instruction,Remote,0,,LimeSurvey 156,
,2026-04-28,,Tuesday,Smyrna,Tech Support,In person,0,,LimeSurvey 156,
,2026-04-28,,Tuesday,Smyrna,Tech Support,Remote,0,,LimeSurvey 156,
,2026-04-29,,Wednesday,Smyrna,D2L,In person,0,,LimeSurvey 156,
,2026-04-29,,Wednesday,Smyrna,D2L,Remote,0,,LimeSurvey 156,
,2026-04-29,,Wednesday,Smyrna,Directional,In person,2,,LimeSurvey 156,
,2026-04-29,,Wednesday,Smyrna,Directional,Remote,1,,LimeSurvey 156,
,2026-04-29,,Wednesday,Smyrna,General Ref,In person,3,,LimeSurvey 156,
,2026-04-29,,Wednesday,Smyrna,General Ref,Remote,2,,LimeSurvey 156,
,2026-04-29,,Wednesday,Smyrna,Library Search,In person,0,,LimeSurvey 156,
,2026-04-29,,Wednesday,Smyrna,Library Search,Remote,0,,LimeSurvey 156,
,2026-04-29,,Wednesday,Smyrna,Reference & Instruction,In person,0,,LimeSurvey 156,
,2026-04-29,,Wednesday,Smyrna,Reference & Instruction,Remote,0,,LimeSurvey 156,
,2026-04-29,,Wednesday,Smyrna,Tech Support,In person,0,,LimeSurvey 156,
,2026-04-29,,Wednesday,Smyrna,Tech Support,Remote,0,,LimeSurvey 156,
,2026-04-30,,Thursday,Smyrna,D2L,In person,0,,LimeSurvey 156,
,2026-04-30,,Thursday,Smyrna,D2L,Remote,0,,LimeSurvey 156,
,2026-04-30,,Thursday,Smyrna,Directional,In person,6,,LimeSurvey 156,
,2026-04-30,,Thursday,Smyrna,Directional,Remote,0,,LimeSurvey 156,
,2026-04-30,,Thursday,Smyrna,General Ref,In person,5,,LimeSurvey 156,
,2026-04-30,,Thursday,Smyrna,General Ref,Remote,0,,LimeSurvey 156,
